"committee_id",ribbon,"candidate_id",count,total,outer,inner,"inner_color","inner_img","inner_link",office,"office_full","outer_link",party,"party_full","party_full_orig","party_orig","ribbon_color",state,"state_full"
C00000935,opposing,H8PA18231,"312500.00","2013476.24",DCCC,"SACCONE, RICK","#d8241e","H8PA18231.jpg","https://www.fec.gov/data/candidate/H8PA18231/?cycle=2018",H,House,"https://www.fec.gov/data/committee/C00000935/?cycle=2018",REP,"Republican Party","Republican Party",REP,"#d9d9d9",PA,Pennsylvania
C00000935,opposing,H8WA08205,"1456003.84","4418817.0",DCCC,"ROSSI, DINO","#d8241e","H8WA08205.jpg","https://www.fec.gov/data/candidate/H8WA08205/?cycle=2018",H,House,"https://www.fec.gov/data/committee/C00000935/?cycle=2018",REP,"Republican Party","Republican Party",REP,"#d9d9d9",WA,Washington
C00000935,supporting,H8CA39174,"560344.0","11147211.14",DCCC,"CISNEROS, GILBERT","#1576b6","H8CA39174.jpg","https://www.fec.gov/data/candidate/H8CA39174/?cycle=2018",H,House,"https://www.fec.gov/data/committee/C00000935/?cycle=2018",DEM,"Democratic Party","Democratic Party",DEM,"#24a222",CA,California
C00000935,supporting,H8CA48142,"73977.98","58583.46",DCCC,"GABBARD, JOHN","#d8241e","H8CA48142.jpg","https://www.fec.gov/data/candidate/H8CA48142/?cycle=2018",H,House,"https://www.fec.gov/data/committee/C00000935/?cycle=2018",REP,"Republican Party","Republican Party",REP,"#24a222",CA,California
C00000935,supporting,H8FL26039,"71863.44","3767708.38",DCCC,"MUCARSEL-POWELL, DEBBIE","#1576b6","H8FL26039.jpg","https://www.fec.gov/data/candidate/H8FL26039/?cycle=2018",H,House,"https://www.fec.gov/data/committee/C00000935/?cycle=2018",DEM,"Democratic Party","Democratic Party",DEM,"#24a222",FL,Florida
C00000935,supporting,H8KS02173,"128210.33","3396998.53",DCCC,"DAVIS, PAUL T.","#1576b6","H8KS02173.jpg","https://www.fec.gov/data/candidate/H8KS02173/?cycle=2018",H,House,"https://www.fec.gov/data/committee/C00000935/?cycle=2018",DEM,"Democratic Party","Democratic Party",DEM,"#24a222",KS,Kansas
C00000935,supporting,H8MI11254,"177650.0","3585805.69",DCCC,"STEVENS, HALEY","#1576b6","H8MI11254.jpg","https://www.fec.gov/data/candidate/H8MI11254/?cycle=2018",H,House,"https://www.fec.gov/data/committee/C00000935/?cycle=2018",DEM,"Democratic Party","Democratic Party",DEM,"#24a222",MI,Michigan
C00000935,supporting,H8MN01279,"436997.0","3594534.91",DCCC,"FEEHAN, DANIEL",grey,"H8MN01279.jpg","https://www.fec.gov/data/candidate/H8MN01279/?cycle=2018",H,House,"https://www.fec.gov/data/committee/C00000935/?cycle=2018",OTHERS,Others,"Democratic-Farmer-Labor",DFL,"#24a222",MN,Minnesota
C00001727,opposing,H6MN02131,"15500.0","4692494.91","BUSINESS-INDUSTRY POLITICAL ACTION COMMITTEE","CRAIG, ANGELA DAWN","#1576b6","H6MN02131.jpg","https://www.fec.gov/data/candidate/H6MN02131/?cycle=2018",H,House,"https://www.fec.gov/data/committee/C00001727/?cycle=2018",DEM,"Democratic Party","Democratic Party",DEM,"#d9d9d9",MN,Minnesota
C00001727,supporting,H6MN02149,"15500.0","2626845.7","BUSINESS-INDUSTRY POLITICAL ACTION COMMITTEE","LEWIS, JASON MARK MR.","#d8241e","H6MN02149.jpg","https://www.fec.gov/data/candidate/H6MN02149/?cycle=2018",H,House,"https://www.fec.gov/data/committee/C00001727/?cycle=2018",REP,"Republican Party","Republican Party",REP,"#24a222",MN,Minnesota
C00003251,supporting,H8MD06143,"2500.0","1471031.06","NEA FUND FOR CHILDREN AND PUBLIC EDUCATION","MILLER, ARUNA","#1576b6","H8MD06143.jpg","https://www.fec.gov/data/candidate/H8MD06143/?cycle=2018",H,House,"https://www.fec.gov/data/committee/C00003251/?cycle=2018",DEM,"Democratic Party","Democratic Party",DEM,"#24a222",MD,Maryland
C00003418,opposing,H8AZ08083,"134758.03","4113664.36","REPUBLICAN NATIONAL COMMITTEE","TIPIRNENI, HIRAL","#1576b6","H8AZ08083.jpg","https://www.fec.gov/data/candidate/H8AZ08083/?cycle=2018",H,House,"https://www.fec.gov/data/committee/C00003418/?cycle=2018",DEM,"Democratic Party","Democratic Party",DEM,"#d9d9d9",AZ,Arizona
C00003418,opposing,H8GA06195,"112359.39","31552052.24","REPUBLICAN NATIONAL COMMITTEE","OSSOFF, T. JONATHAN","#1576b6","H8GA06195.jpg","https://www.fec.gov/data/candidate/H8GA06195/?cycle=2018",H,House,"https://www.fec.gov/data/committee/C00003418/?cycle=2018",DEM,"Democratic Party","Democratic Party",DEM,"#d9d9d9",GA,Georgia
C00003418,opposing,H8MT00077,"913793.51","6710492.54","REPUBLICAN NATIONAL COMMITTEE","QUIST, ROBERT E.","#1576b6","H8MT00077.jpg","https://www.fec.gov/data/candidate/H8MT00077/?cycle=2018",H,House,"https://www.fec.gov/data/committee/C00003418/?cycle=2018",DEM,"Democratic Party","Democratic Party",DEM,"#d9d9d9",MT,Montana
C00003418,opposing,H8OH12297,"301712.24","7567424.79","REPUBLICAN NATIONAL COMMITTEE","O'CONNOR, DANIEL JAY","#1576b6","H8OH12297.jpg","https://www.fec.gov/data/candidate/H8OH12297/?cycle=2018",H,House,"https://www.fec.gov/data/committee/C00003418/?cycle=2018",DEM,"Democratic Party","Democratic Party",DEM,"#d9d9d9",OH,Ohio
C00003418,opposing,H8PA18181,"1121903.23","8888155.13","REPUBLICAN NATIONAL COMMITTEE","LAMB, CONOR","#1576b6","H8PA18181.jpg","https://www.fec.gov/data/candidate/H8PA18181/?cycle=2018",H,House,"https://www.fec.gov/data/committee/C00003418/?cycle=2018",DEM,"Democratic Party","Democratic Party",DEM,"#d9d9d9",PA,Pennsylvania
C00003418,supporting,H8AZ08158,"136742.86","1906381.58","REPUBLICAN NATIONAL COMMITTEE","LESKO, DEBBIE","#d8241e","H8AZ08158.jpg","https://www.fec.gov/data/candidate/H8AZ08158/?cycle=2018",H,House,"https://www.fec.gov/data/committee/C00003418/?cycle=2018",REP,"Republican Party","Republican Party",REP,"#24a222",AZ,Arizona
C00003418,supporting,H8GA06286,"516247.83","8466377.42","REPUBLICAN NATIONAL COMMITTEE","HANDEL, KAREN CHRISTINE","#d8241e","H8GA06286.jpg","https://www.fec.gov/data/candidate/H8GA06286/?cycle=2018",H,House,"https://www.fec.gov/data/committee/C00003418/?cycle=2018",REP,"Republican Party","Republican Party",REP,"#24a222",GA,Georgia
C00003418,supporting,H8MT01182,"114107.5","9426247.52","REPUBLICAN NATIONAL COMMITTEE","GIANFORTE, GREG","#d8241e","H8MT01182.jpg","https://www.fec.gov/data/candidate/H8MT01182/?cycle=2018",H,House,"https://www.fec.gov/data/committee/C00003418/?cycle=2018",REP,"Republican Party","Republican Party",REP,"#24a222",MT,Montana
C00003418,supporting,H8OH12180,"317886.49","2312129.96","REPUBLICAN NATIONAL COMMITTEE","BALDERSON, TROY","#d8241e","H8OH12180.jpg","https://www.fec.gov/data/candidate/H8OH12180/?cycle=2018",H,House,"https://www.fec.gov/data/committee/C00003418/?cycle=2018",REP,"Republican Party","Republican Party",REP,"#24a222",OH,Ohio
C00003418,supporting,H8PA18231,"258911.17","2013476.24","REPUBLICAN NATIONAL COMMITTEE","SACCONE, RICK","#d8241e","H8PA18231.jpg","https://www.fec.gov/data/candidate/H8PA18231/?cycle=2018",H,House,"https://www.fec.gov/data/committee/C00003418/?cycle=2018",REP,"Republican Party","Republican Party",REP,"#24a222",PA,Pennsylvania
C00003590,supporting,S6PA00217,"131.25","17294129.94","UNITED STEELWORKERS POLITICAL ACTION FUND","CASEY, ROBERT P JR","#1576b6","S6PA00217.jpg","https://www.fec.gov/data/candidate/S6PA00217/?cycle=2018",S,Senate,"https://www.fec.gov/data/committee/C00003590/?cycle=2018",DEM,"Democratic Party","Democratic Party",DEM,"#24a222",PA,Pennsylvania
C00004036,opposing,H8PA18231,"115000.0","2013476.24","SEIU COPE (SERVICE EMPLOYEES INTERNATIONAL UNION COMMITTEE ON POLITICAL EDUCATION)","SACCONE, RICK","#d8241e","H8PA18231.jpg","https://www.fec.gov/data/candidate/H8PA18231/?cycle=2018",H,House,"https://www.fec.gov/data/committee/C00004036/?cycle=2018",REP,"Republican Party","Republican Party",REP,"#d9d9d9",PA,Pennsylvania
C00004036,supporting,H2PA17079,"454.62","2280641.19","SEIU COPE (SERVICE EMPLOYEES INTERNATIONAL UNION COMMITTEE ON POLITICAL EDUCATION)","CARTWRIGHT, MATT","#1576b6","H2PA17079.jpg","https://www.fec.gov/data/candidate/H2PA17079/?cycle=2018",H,House,"https://www.fec.gov/data/committee/C00004036/?cycle=2018",DEM,"Democratic Party","Democratic Party",DEM,"#24a222",PA,Pennsylvania
C00004036,supporting,H8PA18181,"4254.10","8888155.13","SEIU COPE (SERVICE EMPLOYEES INTERNATIONAL UNION COMMITTEE ON POLITICAL EDUCATION)","LAMB, CONOR","#1576b6","H8PA18181.jpg","https://www.fec.gov/data/candidate/H8PA18181/?cycle=2018",H,House,"https://www.fec.gov/data/committee/C00004036/?cycle=2018",DEM,"Democratic Party","Democratic Party",DEM,"#24a222",PA,Pennsylvania
C00004036,supporting,S6NH00091,"56.21","1076666.23","SEIU COPE (SERVICE EMPLOYEES INTERNATIONAL UNION COMMITTEE ON POLITICAL EDUCATION)","HASSAN, MARGARET WOOD","#1576b6","S6NH00091.jpg","https://www.fec.gov/data/candidate/S6NH00091/?cycle=2018",S,Senate,"https://www.fec.gov/data/committee/C00004036/?cycle=2018",DEM,"Democratic Party","Democratic Party",DEM,"#24a222",NH,"New Hampshire"
C00004036,supporting,S6OH00163,"7200.0","21831966.77","SEIU COPE (SERVICE EMPLOYEES INTERNATIONAL UNION COMMITTEE ON POLITICAL EDUCATION)","BROWN, SHERROD","#1576b6","S6OH00163.jpg","https://www.fec.gov/data/candidate/S6OH00163/?cycle=2018",S,Senate,"https://www.fec.gov/data/committee/C00004036/?cycle=2018",DEM,"Democratic Party","Democratic Party",DEM,"#24a222",OH,Ohio
C00004036,supporting,S6PA00217,"2497.42","17294129.94","SEIU COPE (SERVICE EMPLOYEES INTERNATIONAL UNION COMMITTEE ON POLITICAL EDUCATION)","CASEY, ROBERT P JR","#1576b6","S6PA00217.jpg","https://www.fec.gov/data/candidate/S6PA00217/?cycle=2018",S,Senate,"https://www.fec.gov/data/committee/C00004036/?cycle=2018",DEM,"Democratic Party","Democratic Party",DEM,"#24a222",PA,Pennsylvania
C00004036,supporting,S8MN00578,"5189.9","8237522.22","SEIU COPE (SERVICE EMPLOYEES INTERNATIONAL UNION COMMITTEE ON POLITICAL EDUCATION)","SMITH, TINA","#1576b6","S8MN00578.jpg","https://www.fec.gov/data/candidate/S8MN00578/?cycle=2018",S,Senate,"https://www.fec.gov/data/committee/C00004036/?cycle=2018",DEM,"Democratic Party","Democratic Party",DEM,"#24a222",MN,Minnesota
C00006486,opposing,S2IN00091,"12764.66","13433431.41","INDIANA REPUBLICAN STATE COMMITTEE, INC.","DONNELLY, JOSEPH S","#1576b6","S2IN00091.jpg","https://www.fec.gov/data/candidate/S2IN00091/?cycle=2018",S,Senate,"https://www.fec.gov/data/committee/C00006486/?cycle=2018",DEM,"Democratic Party","Democratic Party",DEM,"#d9d9d9",IN,Indiana
C00006486,supporting,S8IN00171,"36251.21","16964706.15","INDIANA REPUBLICAN STATE COMMITTEE, INC.","BRAUN, MIKE","#d8241e","S8IN00171.jpg","https://www.fec.gov/data/candidate/S8IN00171/?cycle=2018",S,Senate,"https://www.fec.gov/data/committee/C00006486/?cycle=2018",REP,"Republican Party","Republican Party",REP,"#24a222",IN,Indiana
C00010033,opposing,H8MT01182,"25500.28","9426247.52","MONTANA DEMOCRATIC PARTY","GIANFORTE, GREG","#d8241e","H8MT01182.jpg","https://www.fec.gov/data/candidate/H8MT01182/?cycle=2018",H,House,"https://www.fec.gov/data/committee/C00010033/?cycle=2018",REP,"Republican Party","Republican Party",REP,"#d9d9d9",MT,Montana
C00011114,opposing,S2NV00183,"1531320.0","11896633.27","AMERICAN FEDERATION OF STATE COUNTY & MUNICIPAL EMPLOYEES  P E O P L E","HELLER, DEAN","#d8241e","S2NV00183.jpg","https://www.fec.gov/data/candidate/S2NV00183/?cycle=2018",S,Senate,"https://www.fec.gov/data/committee/C00011114/?cycle=2018",REP,"Republican Party","Republican Party",REP,"#d9d9d9",NV,Nevada
C00011114,supporting,S8FL00166,"19522.43","26594280.91","AMERICAN FEDERATION OF STATE COUNTY & MUNICIPAL EMPLOYEES  P E O P L E","NELSON, BILL","#1576b6","S8FL00166.jpg","https://www.fec.gov/data/candidate/S8FL00166/?cycle=2018",S,Senate,"https://www.fec.gov/data/committee/C00011114/?cycle=2018",DEM,"Democratic Party","Democratic Party",DEM,"#24a222",FL,Florida
C00018929,opposing,S2ND00099,"262796.27","25353646.63","NORTH DAKOTA REPUBLICAN PARTY","HEITKAMP, HEIDI","#1576b6","S2ND00099.jpg","https://www.fec.gov/data/candidate/S2ND00099/?cycle=2018",S,Senate,"https://www.fec.gov/data/committee/C00018929/?cycle=2018",DEM,"Democratic Party","Democratic Party",DEM,"#d9d9d9",ND,"North Dakota"
C00018929,supporting,H8ND00096,"29402.67","1631797.1","NORTH DAKOTA REPUBLICAN PARTY","ARMSTRONG, KELLY","#d8241e","H8ND00096.jpg","https://www.fec.gov/data/candidate/H8ND00096/?cycle=2018",H,House,"https://www.fec.gov/data/committee/C00018929/?cycle=2018",REP,"Republican Party","Republican Party",REP,"#24a222",ND,"North Dakota"
C00018929,supporting,S8ND00120,"73564.32","5584357.5","NORTH DAKOTA REPUBLICAN PARTY","CRAMER, KEVIN MR.","#d8241e","S8ND00120.jpg","https://www.fec.gov/data/candidate/S8ND00120/?cycle=2018",S,Senate,"https://www.fec.gov/data/committee/C00018929/?cycle=2018",REP,"Republican Party","Republican Party",REP,"#24a222",ND,"North Dakota"
C00025254,supporting,S6MN00267,"8451.09","7412107.14","MINNESOTA DEMOCRATIC-FARMER-LABOR PARTY","KLOBUCHAR, AMY","#1576b6","S6MN00267.jpg","https://www.fec.gov/data/candidate/S6MN00267/?cycle=2018",S,Senate,"https://www.fec.gov/data/committee/C00025254/?cycle=2018",DEM,"Democratic Party","Democratic Party",DEM,"#24a222",MN,Minnesota
C00027466,opposing,S0WV00090,"2063123.65","8105199.71",NRSC,"MANCHIN III, JOE","#1576b6","S0WV00090.jpg","https://www.fec.gov/data/candidate/S0WV00090/?cycle=2018",S,Senate,"https://www.fec.gov/data/committee/C00027466/?cycle=2018",DEM,"Democratic Party","Democratic Party",DEM,"#d9d9d9",WV,"West Virginia"
C00027466,opposing,S2ND00099,"1575221.51","25353646.63",NRSC,"HEITKAMP, HEIDI","#1576b6","S2ND00099.jpg","https://www.fec.gov/data/candidate/S2ND00099/?cycle=2018",S,Senate,"https://www.fec.gov/data/committee/C00027466/?cycle=2018",DEM,"Democratic Party","Democratic Party",DEM,"#d9d9d9",ND,"North Dakota"
C00027466,opposing,S6MO00305,"5249856.7800000000","33385760.03",NRSC,"MCCASKILL, CLAIRE","#1576b6","S6MO00305.jpg","https://www.fec.gov/data/candidate/S6MO00305/?cycle=2018",S,Senate,"https://www.fec.gov/data/committee/C00027466/?cycle=2018",DEM,"Democratic Party","Democratic Party",DEM,"#d9d9d9",MO,Missouri
C00027466,opposing,S6MT00162,"1536099.14","16942925.27",NRSC,"TESTER, JON","#1576b6","S6MT00162.jpg","https://www.fec.gov/data/candidate/S6MT00162/?cycle=2018",S,Senate,"https://www.fec.gov/data/committee/C00027466/?cycle=2018",DEM,"Democratic Party","Democratic Party",DEM,"#d9d9d9",MT,Montana
C00027466,opposing,S8AZ00197,"260000.0","19287249.58",NRSC,"SINEMA, KYRSTEN","#1576b6","S8AZ00197.jpg","https://www.fec.gov/data/candidate/S8AZ00197/?cycle=2018",S,Senate,"https://www.fec.gov/data/committee/C00027466/?cycle=2018",DEM,"Democratic Party","Democratic Party",DEM,"#d9d9d9",AZ,Arizona
C00027466,opposing,S8NV00156,"1161627.13","21571221.76",NRSC,"ROSEN, JACKY","#1576b6","S8NV00156.jpg","https://www.fec.gov/data/candidate/S8NV00156/?cycle=2018",S,Senate,"https://www.fec.gov/data/committee/C00027466/?cycle=2018",DEM,"Democratic Party","Democratic Party",DEM,"#d9d9d9",NV,Nevada
C00029447,supporting,S2NE00094,"736.0","4312940.42","INTERNATIONAL ASSOCIATION OF FIREFIGHTERS INTERESTED IN REGISTRATION AND EDUCATION PAC","FISCHER, DEBRA S","#d8241e","S2NE00094.jpg","https://www.fec.gov/data/candidate/S2NE00094/?cycle=2018",S,Senate,"https://www.fec.gov/data/committee/C00029447/?cycle=2018",REP,"Republican Party","Republican Party",REP,"#24a222",NE,Nebraska
C00030718,supporting,H8NJ02166,"81945.0","1677443.09","NATIONAL ASSOCIATION OF REALTORS POLITICAL ACTION COMMITTEE","VAN DREW, JEFF","#1576b6","H8NJ02166.jpg","https://www.fec.gov/data/candidate/H8NJ02166/?cycle=2018",H,House,"https://www.fec.gov/data/committee/C00030718/?cycle=2018",DEM,"Democratic Party","Democratic Party",DEM,"#24a222",NJ,"New Jersey"
C00030718,supporting,S2IN00091,"180315.0","13433431.41","NATIONAL ASSOCIATION OF REALTORS POLITICAL ACTION COMMITTEE","DONNELLY, JOSEPH S","#1576b6","S2IN00091.jpg","https://www.fec.gov/data/candidate/S2IN00091/?cycle=2018",S,Senate,"https://www.fec.gov/data/committee/C00030718/?cycle=2018",DEM,"Democratic Party","Democratic Party",DEM,"#24a222",IN,Indiana
C00035600,opposing,H2IA01055,"200.0","2526104.03","IOWA DEMOCRATIC PARTY","BLUM, RODNEY","#d8241e","H2IA01055.jpg","https://www.fec.gov/data/candidate/H2IA01055/?cycle=2018",H,House,"https://www.fec.gov/data/committee/C00035600/?cycle=2018",REP,"Republican Party","Republican Party",REP,"#d9d9d9",IA,Iowa
C00035600,opposing,S0IA00028,"160.87","282298.67","IOWA DEMOCRATIC PARTY","GRASSLEY, CHARLES E ","#d8241e","S0IA00028.jpg","https://www.fec.gov/data/candidate/S0IA00028/?cycle=2018",S,Senate,"https://www.fec.gov/data/committee/C00035600/?cycle=2018",REP,"Republican Party","Republican Party",REP,"#d9d9d9",IA,Iowa
C00041160,opposing,H6MI07223,"19.9","2428363.1","MICHIGAN REPUBLICAN PARTY","DRISKELL, GRETCHEN","#1576b6","H6MI07223.jpg","https://www.fec.gov/data/candidate/H6MI07223/?cycle=2018",H,House,"https://www.fec.gov/data/committee/C00041160/?cycle=2018",DEM,"Democratic Party","Democratic Party",DEM,"#d9d9d9",MI,Michigan
C00041160,opposing,H8MI11338,"99.5","1022302.87","MICHIGAN REPUBLICAN PARTY","GREIMEL, TIM","#1576b6","H8MI11338.jpg","https://www.fec.gov/data/candidate/H8MI11338/?cycle=2018",H,House,"https://www.fec.gov/data/committee/C00041160/?cycle=2018",DEM,"Democratic Party","Democratic Party",DEM,"#d9d9d9",MI,Michigan
C00041160,opposing,S8MI00281,"1791.27","13022615.71","MICHIGAN REPUBLICAN PARTY","STABENOW, DEBBIE","#1576b6","S8MI00281.jpg","https://www.fec.gov/data/candidate/S8MI00281/?cycle=2018",S,Senate,"https://www.fec.gov/data/committee/C00041160/?cycle=2018",DEM,"Democratic Party","Democratic Party",DEM,"#d9d9d9",MI,Michigan
C00041160,supporting,H4MI08135,"61981.9","3170727.17","MICHIGAN REPUBLICAN PARTY","BISHOP, MIKE","#d8241e","H4MI08135.jpg","https://www.fec.gov/data/candidate/H4MI08135/?cycle=2018",H,House,"https://www.fec.gov/data/committee/C00041160/?cycle=2018",REP,"Republican Party","Republican Party",REP,"#24a222",MI,Michigan
C00041160,supporting,H6MI01226,"39.8","1280042.34","MICHIGAN REPUBLICAN PARTY","BERGMAN, JOHN","#d8241e","H6MI01226.jpg","https://www.fec.gov/data/candidate/H6MI01226/?cycle=2018",H,House,"https://www.fec.gov/data/committee/C00041160/?cycle=2018",REP,"Republican Party","Republican Party",REP,"#24a222",MI,Michigan
C00041160,supporting,H8MI11320,"15000.0","2264867.95","MICHIGAN REPUBLICAN PARTY","EPSTEIN, LENA ROSE","#d8241e","H8MI11320.jpg","https://www.fec.gov/data/candidate/H8MI11320/?cycle=2018",H,House,"https://www.fec.gov/data/committee/C00041160/?cycle=2018",REP,"Republican Party","Republican Party",REP,"#24a222",MI,Michigan
C00042366,opposing,S2NV00183,"2044491.53","11896633.27",DSCC,"HELLER, DEAN","#d8241e","S2NV00183.jpg","https://www.fec.gov/data/candidate/S2NV00183/?cycle=2018",S,Senate,"https://www.fec.gov/data/committee/C00042366/?cycle=2018",REP,"Republican Party","Republican Party",REP,"#d9d9d9",NV,Nevada
C00042366,opposing,S8AZ00221,"1412204.03","16211836.1",DSCC,"MCSALLY, MARTHA","#d8241e","S8AZ00221.jpg","https://www.fec.gov/data/candidate/S8AZ00221/?cycle=2018",S,Senate,"https://www.fec.gov/data/committee/C00042366/?cycle=2018",REP,"Republican Party","Republican Party",REP,"#d9d9d9",AZ,Arizona
C00042366,opposing,S8IN00171,"2683772.4500000000","16964706.15",DSCC,"BRAUN, MIKE","#d8241e","S8IN00171.jpg","https://www.fec.gov/data/candidate/S8IN00171/?cycle=2018",S,Senate,"https://www.fec.gov/data/committee/C00042366/?cycle=2018",REP,"Republican Party","Republican Party",REP,"#d9d9d9",IN,Indiana
C00042366,opposing,S8MT00234,"1272229.40","5034075.45",DSCC,"ROSENDALE, MATT","#d8241e","S8MT00234.jpg","https://www.fec.gov/data/candidate/S8MT00234/?cycle=2018",S,Senate,"https://www.fec.gov/data/committee/C00042366/?cycle=2018",REP,"Republican Party","Republican Party",REP,"#d9d9d9",MT,Montana
C00042366,opposing,S8ND00120,"875439.40","5584357.5",DSCC,"CRAMER, KEVIN MR.","#d8241e","S8ND00120.jpg","https://www.fec.gov/data/candidate/S8ND00120/?cycle=2018",S,Senate,"https://www.fec.gov/data/committee/C00042366/?cycle=2018",REP,"Republican Party","Republican Party",REP,"#d9d9d9",ND,"North Dakota"
C00053553,opposing,H8CA25074,"521.72","7310758.77","NATIONAL RIFLE ASSOCIATION OF AMERICA POLITICAL VICTORY FUND","HILL, KATHERINE LAUREN","#1576b6","H8CA25074.jpg","https://www.fec.gov/data/candidate/H8CA25074/?cycle=2018",H,House,"https://www.fec.gov/data/committee/C00053553/?cycle=2018",DEM,"Democratic Party","Democratic Party",DEM,"#d9d9d9",CA,California
